artist_name,artist_genre,track_name,track_id,popularity,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Demi Lovato,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",Neon Lights,34MJ07N9Bhu6iKPaxSVnCT,63,2013,0.631,0.819,9,-4.24,1,0.122,0.0767,0.0,0.1,0.733,125.928,233173,4
"Tyler, The Creator","['hip hop', 'rap']",48,2wK7y55bzry7tUDmDqYaz7,60,2013,0.558,0.887,1,-8.083,1,0.265,0.132,0.0,0.89,0.537,119.91,247293,4
R. Kelly,[],Legs Shakin' (feat. Ludacris),3GwlRvhCJPbPZbCE6lK7KC,59,2013,0.699,0.591,8,-6.788,0,0.0676,0.52,0.0,0.15,0.686,130.137,266333,4
Jason Charles Miller,[],Rules of Nature - Platinum Mix,5ezkLDA74DwQhOROoDp2Pc,64,2013,0.472,0.995,2,-4.04,1,0.0852,6.5e-05,0.137,0.133,0.203,130.017,150787,4
The Paper Kites,"['australian indie folk', 'indie folk', 'stomp and holler']",Featherstone,5KaN2M7seUV4uyNFp4twv6,60,2013,0.803,0.373,8,-13.682,1,0.0367,0.869,0.0268,0.104,0.636,124.921,229627,4
Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",Fireside,4atMrAadB7dS8xn9vfk9PQ,68,2013,0.538,0.953,9,-5.611,0,0.056,0.0234,0.00126,0.113,0.74,100.033,181049,4
Florida Georgia Line,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",Cruise - Remix,0jHSdjxn9LfzNL0WkDu93W,58,2013,0.525,0.915,0,-4.351,0,0.0789,0.0156,0.0,0.66,0.623,149.042,208787,4
Eminem,"['detroit hip hop', 'hip hop', 'rap']",Survival,3stOygN0I7CIvkEB2LJGbv,65,2013,0.459,0.899,2,-2.978,1,0.21,0.0038,0.0,0.126,0.437,176.384,272417,4
Common Kings,"['jawaiian', 'pacific islands pop']",Wade In Your Water,6DoYk3QIvkDs60S1d01vbx,60,2013,0.598,0.687,7,-9.021,1,0.0955,0.26,0.0,0.112,0.626,75.169,184013,4
Birdy,"['pop', 'uk pop']",Wings,1D4XFKolp63mNqqMXJJL1V,58,2013,0.474,0.707,7,-4.534,1,0.0253,0.0831,0.0,0.162,0.224,83.235,252107,4
Parmalee,"['contemporary country', 'country', 'country road', 'modern country rock', 'modern uplift']",Carolina,7JKUEuxOW5NNieEjoW59sH,57,2013,0.434,0.75,10,-3.53,1,0.0293,0.0107,0.0,0.106,0.488,159.824,201347,4
BTS,"['k-pop', 'k-pop boy group']",Coffee,4eqHEzFsCCiGALC1MHbqnU,67,2013,0.656,0.798,0,-6.608,1,0.103,0.00862,0.0,0.321,0.573,92.031,260433,4
Bo Burnham,['comic'],Hell of a Ride (Studio),18yAbyPSVNOypgT1iM7GU6,60,2013,0.738,0.849,1,-4.617,1,0.174,0.213,0.0,0.186,0.828,134.919,263998,4
Lil Wayne,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",No Worries,6bdFbw9THAMceZtkPWXu8e,58,2013,0.831,0.616,5,-5.611,1,0.153,0.0947,0.0,0.11,0.817,128.012,222867,4
Jason Charles Miller,[],Red Sun - Maniac Agenda Mix,4CzR6YrcxWeQDQHtas6Bcl,65,2013,0.426,0.936,11,-5.623,0,0.0714,2.58e-05,0.00545,0.239,0.524,75.007,133667,4
Kenny Chesney,"['contemporary country', 'country', 'country road']",Pirate Flag,1RfPA6mxhOvc5dVK9MHReF,57,2013,0.559,0.795,7,-6.255,1,0.052,0.0787,4.83e-06,0.102,0.553,160.039,225427,4
Josh Gad,"['hollywood', 'movie tunes', 'show tunes']","In Summer - From ""Frozen""/Soundtrack Version",4dT14t0kG0bPlHzAp2Sx9k,61,2013,0.5,0.342,7,-9.536,1,0.175,0.536,0.0,0.59,0.684,77.124,110987,1
Current Joys,"['indie pop', 'lo-fi indie']",Televisions,6KLryqTzWSb2arerRgw0r0,61,2013,0.523,0.685,9,-12.989,1,0.0417,0.358,0.816,0.274,0.945,184.481,156107,4
Michael Bublé,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",It's a Beautiful Day,0mvkwaZMP2gAy2ApQLtZRv,68,2013,0.532,0.795,1,-3.979,1,0.0358,0.0559,0.0,0.295,0.78,143.837,199267,4
Florida Georgia Line,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",I'm In A Hurry (And Don't Know Why),1h2vCbRUWpWnYEgb2hfQbi,59,2013,0.556,0.978,7,-3.291,1,0.0524,0.01,0.0,0.274,0.678,128.658,171093,4
One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",Happily,5Lf9rCqReE9Ri4tZvLRLuy,67,2013,0.623,0.89,9,-4.783,1,0.0394,0.0426,0.0,0.153,0.824,117.0,175480,4
Daughtry,"['alternative metal', 'neo mellow', 'nu metal', 'pop rock', 'post-grunge']",Waiting for Superman,4AU7z13HYmPMetlWbq1mys,60,2013,0.555,0.682,0,-5.711,1,0.0269,0.0029,0.0,0.0662,0.383,105.987,266960,4
Jack Johnson,['neo mellow'],Home,5yCrrN0GiJjHkRJGWw5D13,63,2013,0.622,0.621,2,-8.71,1,0.0307,0.585,7.92e-05,0.292,0.749,149.985,182000,4
Cast - Frozen,['disney'],"Frozen Heart - From ""Frozen""/Soundtrack Version",3xDVJcvcKedshWlT3qGSHk,61,2013,0.538,0.481,2,-8.716,0,0.0997,0.545,0.0,0.086,0.191,95.914,105293,4
The Head And The Heart,"['folk-pop', 'indie folk', 'seattle indie', 'stomp and holler']",Another Story,34N4miRYCGQwmQEXoCiuuL,58,2013,0.262,0.443,5,-10.109,1,0.0304,0.545,0.148,0.272,0.114,85.765,274200,4
Los Primos MX,"['duranguense', 'musica mexicana', 'nueva musica mexicana']",Mi Bello Ángel,0DKoET2reNpTGpQMS0VXI0,68,2013,0.667,0.441,7,-9.944,1,0.03,0.705,0.0,0.125,0.406,139.942,165147,3
FLAME,"['christian hip hop', 'christian trap']",Start Over (feat. NF),57AlxjJrWpWg0vF7eGksir,60,2013,0.704,0.756,9,-3.922,0,0.14,0.0627,0.0,0.114,0.447,136.024,196013,4
One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",Right Now,1dQQ2QlnvXUehsRUrukKmf,70,2013,0.645,0.78,8,-5.165,1,0.0319,0.218,0.0,0.0919,0.372,120.008,200400,4
The Story So Far,"['alternative emo', 'anthem emo', 'emo', 'pop punk']",Clairvoyant,0nMOZnZA4GnipZXswSmCS6,59,2013,0.387,0.352,8,-6.864,1,0.027,0.859,0.0,0.135,0.137,86.168,181029,4
The Minions,"['cartoon', ""children's music""]",I Swear,4t9cpYT8AD3G2TGwSRQVDK,66,2013,0.572,0.417,7,-8.807,1,0.0277,0.393,0.00402,0.13,0.129,85.259,98212,4
Jeremy Soule,"['orchestral soundtrack', 'scorecore', 'soundtrack', 'video game music']",Secunda,5fHgBb5r91Jmdr8Q7dwmad,62,2013,0.144,0.0462,7,-27.928,0,0.0288,0.985,0.942,0.0934,0.0868,89.996,123216,3
Lorde,"['art pop', 'metropopolis', 'nz pop', 'pop', 'yakut pop']",A World Alone,55N0YHhO55Q1lWsc4dDPcI,61,2013,0.561,0.485,1,-8.343,0,0.0362,0.289,0.00164,0.194,0.0663,118.017,294222,4
Childish Gambino,"['atl hip hop', 'hip hop', 'pop', 'rap']",I. Pink Toes,1o18SV1lvB4oO6fLquctDS,58,2013,0.409,0.619,7,-9.512,1,0.091,0.0598,0.000223,0.575,0.347,79.579,207067,4
A Day To Remember,"['metalcore', 'pop punk']","Sometimes You're The Hammer, Sometimes You're The Nail",53v22kznEYmJ5QCZIPHD9u,58,2013,0.191,0.978,0,-4.629,0,0.221,0.0013,0.0,0.369,0.1,158.33,274034,4
Lady Gaga,"['art pop', 'dance pop', 'pop']",G.U.Y.,4rYLpaNFzt6pkQnrCvVHUw,65,2013,0.616,0.919,5,-3.468,0,0.0401,0.0141,0.0,0.117,0.572,110.008,232667,4
Stromae,"['belgian pop', 'g-house']",Papaoutai,1QFw2xxyQtgKjlrMCEqsNj,55,2013,0.734,0.809,10,-7.264,0,0.0839,0.0266,0.0,0.0642,0.254,116.022,232147,4
"Tyler, The Creator","['hip hop', 'rap']",Awkward,6c7l5gpEyCNGr86jsWneGy,58,2013,0.472,0.777,8,-8.666,1,0.294,0.225,0.0283,0.195,0.673,153.78,227467,4
Inner Wave,"['indie garage rock', 'indie rock', 'neo-psychedelic']",American Spirits,01w1oN1WO5aOThHnLBN8eS,60,2013,0.503,0.824,1,-4.779,0,0.0285,0.0508,0.0,0.102,0.877,158.073,170000,4
José González,"['gothenburg indie', 'indie folk', 'stomp and holler', 'swedish indie folk', 'swedish indie pop', 'swedish singer-songwriter']",Stay Alive,0ZNYGrmcehorhh9JOeg5Iv,66,2013,0.714,0.306,6,-12.111,1,0.0388,0.726,0.168,0.0924,0.314,129.984,266907,4
Ylvis,['comic'],The Fox (What Does the Fox Say?),5HOpkTTVcmZHnthgyxrIL8,65,2013,0.703,0.867,6,-4.292,1,0.0453,0.107,0.0,0.119,0.546,128.008,213708,4
J Balvin,"['reggaeton', 'reggaeton colombiano', 'trap latino']",6 AM,3uvypVUsiIr1B0BccIcsEh,67,2013,0.746,0.746,5,-5.046,0,0.102,0.152,0.0,0.274,0.733,175.965,243227,4
Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",From Time,5eCRkTcecpAXVWtS11GP5C,56,2013,0.738,0.491,1,-9.726,0,0.413,0.626,0.0,0.126,0.448,94.378,322160,4
Sean Dagher,['shanty'],Leave Her Johnny,2vaa0nnDnNTlxCh7fCmjsr,61,2013,0.712,0.27,7,-4.382,0,0.0541,0.935,0.0,0.0582,0.728,120.416,132293,4
Rainbow Kitten Surprise,['modern rock'],Seven,465hVdgg75kPgRdpJfEFFT,58,2013,0.641,0.531,2,-7.243,1,0.157,0.0492,0.0,0.118,0.194,135.564,225413,4
Tegan and Sara,"['canadian indie', 'indie pop', 'lilith', 'metropopolis', 'permanent wave']",Closer,4dTVgHZFPlaq9nPbLVVLSG,59,2013,0.588,0.751,0,-7.588,1,0.0328,0.00174,6.57e-05,0.353,0.52,136.979,209280,4
JAY-Z,"['east coast hip hop', 'hip hop', 'rap']",F*ckwithmeyouknowigotit,3PBC860LAeS4utDAqlqIe2,56,2013,0.611,0.464,10,-8.068,0,0.294,0.0171,0.214,0.0794,0.274,127.766,243413,4
Free Dominguez,[],A Stranger I Remain - Maniac Agenda Mix,29eKlSdk4dmwBgqtwASiFW,63,2013,0.443,0.955,11,-5.01,0,0.0546,7.68e-06,0.206,0.125,0.432,164.96,145707,4
CHVRCHES,"['electropop', 'metropopolis', 'neo-synthpop', 'shimmer pop']",The Mother We Share,2pE0CMK1fE3mfU0eEOHhKw,57,2013,0.46,0.686,1,-6.43,1,0.0301,0.0324,4.45e-06,0.126,0.338,173.829,191294,4
Jonathan Groff,"['hollywood', 'show tunes']","Reindeer(s) Are Better Than People - From ""Frozen"" / Soundtrack Version",4C463MZrXGxq3t7A3wlGuV,59,2013,0.595,0.233,2,-14.183,1,0.193,0.803,0.0,0.114,0.409,138.814,50960,4
Bingo Players,"['big room', 'dance pop', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house']",Get Up (Rattle),1zYsvExrADZ5L7Epqd5J6D,55,2013,0.802,0.981,7,-2.708,1,0.0658,0.0204,3.55e-06,0.256,0.804,127.974,166760,4
Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",Furthest Thing,7EdJ8z6IBotTjO50DfzzuV,57,2013,0.484,0.78,9,-5.264,0,0.135,0.147,0.0,0.0572,0.271,137.105,267373,4
A$AP Rocky,"['east coast hip hop', 'hip hop', 'rap']",PMW (All I Really Need) (feat. ScHoolboy Q),5oeKoJMi9g6GXEbtz1ta0f,61,2013,0.705,0.747,1,-4.542,1,0.0483,0.000361,0.0,0.311,0.29,129.972,234773,4
Jason Derulo,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",Marry Me,3ogtSrlbtiTamktbA0hw0E,56,2013,0.568,0.631,7,-5.623,1,0.0273,0.033,0.0,0.144,0.23,105.096,225027,4
Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",Earth,7yPGXCaeIr1ofJoqp3LeKF,58,2013,0.763,0.483,1,-8.251,1,0.118,0.111,1.29e-06,0.0996,0.641,84.011,256773,4
John Legend,"['neo mellow', 'neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",You & I (Nobody in the World),55nlbqqFVnSsArIeYSQlqx,63,2013,0.456,0.342,11,-8.162,0,0.0283,0.129,0.0,0.124,0.224,84.087,252653,4
Joe Nichols,"['arkansas country', 'contemporary country', 'country', 'country road', 'modern country rock']",Yeah,43lL05gZ1DqG4YJ74rCPmM,57,2013,0.404,0.845,11,-4.647,1,0.049,0.00637,1.34e-05,0.357,0.591,165.703,231027,4
Cereus Bright,"['indiecoustica', 'knoxville indie', 'stomp and holler']",Stella,0xMap5BgUlVMGJLa1d7x5P,60,2013,0.599,0.753,2,-6.344,1,0.0325,0.047,1.01e-06,0.111,0.623,116.867,172867,4
Sean Kingston,"['dance pop', 'miami hip hop', 'pop', 'post-teen pop', 'rap', 'urban contemporary']",Beat It (feat. Chris Brown & Wiz Khalifa),3bwCMbwDZVtvJDnUTQIdCX,62,2013,0.477,0.637,1,-5.386,1,0.109,0.00487,0.0,0.284,0.555,198.12,253453,4
Queens of the Stone Age,"['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']",I Sat by the Ocean,1D3YGmST01Ba0WRiT7THPG,65,2013,0.516,0.78,8,-4.004,0,0.0364,0.00136,0.000715,0.11,0.899,116.794,235587,4
Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",Wu-Tang Forever,5LAKjqbB5uurPpxFEicd9S,56,2013,0.836,0.427,8,-8.516,0,0.27,0.0474,0.0,0.101,0.368,99.912,217680,4
A$AP Rocky,"['east coast hip hop', 'hip hop', 'rap']",Ghetto Symphony (feat. Gunplay & A$AP Ferg),57pOLYHz6mt5aMkOXa2Gis,61,2013,0.49,0.921,6,-3.373,1,0.437,0.288,0.0,0.482,0.497,150.514,237733,4
The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",Welcome To Japan,7bfocP7GYoLOutUYpTI8tx,63,2013,0.705,0.666,2,-7.23,0,0.0303,0.00233,0.0149,0.174,0.646,124.032,230827,4
Eli Young Band,"['contemporary country', 'country', 'country road', 'heartland rock', 'modern country rock', 'pop rock', 'texas country']",Drunk Last Night,4hnK8P3v7kE7T4PMBYwRhu,57,2013,0.528,0.856,7,-4.605,1,0.0351,0.052,0.0,0.0988,0.572,87.019,219213,4
2 Chainz,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",We Own It (Fast & Furious),2OQJKTtrH482waGFmOfJni,70,2013,0.563,0.902,1,-4.586,0,0.402,0.0545,0.0,0.0524,0.559,171.999,227907,4
John Mayer,"['neo mellow', 'singer-songwriter']",Wildfire,0QTCTu0CXv4X1JEE4gNpGv,60,2013,0.719,0.665,8,-8.589,1,0.0331,0.15,0.00092,0.144,0.763,96.999,253493,4
Cold War Kids,"['alternative rock', 'indie rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'piano rock', 'rock', 'stomp and holler']",Miracle Mile,4RvmQ5qbP5PxgJD0BN4EZK,56,2013,0.355,0.867,2,-3.144,1,0.0738,0.00664,0.554,0.323,0.295,142.849,180133,4
Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",Someone Like You,1Fi3GQIOz0JUygjNWe7oY3,58,2013,0.628,0.598,2,-5.483,1,0.119,0.0451,3.29e-06,0.119,0.0603,135.047,256424,4
The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",Female Robbery,4BDnfINTlfJPmLp1UV6CXt,63,2013,0.519,0.897,7,-3.167,0,0.0276,0.0071,0.539,0.211,0.335,88.113,209520,4
Five Finger Death Punch,"['alternative metal', 'groove metal', 'nu metal']",Mama Said Knock You Out,5tGGvBpnjKJosBAmsb9eHX,56,2013,0.592,0.979,6,-3.76,0,0.102,0.000126,0.0,0.0819,0.722,102.99,167510,4
Fifth Harmony,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",Miss Movin' On,0gL0Xf8CN95HmgfEYYLRZV,61,2013,0.466,0.842,6,-2.937,1,0.0513,0.0332,9.12e-06,0.349,0.418,75.0,193733,4
Dirty Heads,"['reggae fusion', 'reggae rock']",Sloth's Revenge,5j0YyFRMWxtQxRKrGjvPfm,56,2013,0.827,0.474,4,-9.72,1,0.0905,0.544,0.0,0.115,0.759,96.027,213383,4
One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",Half a Heart,6nIE1oCE4udqMGv3bqVNVb,67,2013,0.515,0.714,0,-4.516,1,0.0348,0.286,0.0,0.118,0.495,155.954,188547,4
The National,"['indie rock', 'modern rock']",I Need My Girl,50M7nY1oQuNHecs0ahWAtI,65,2013,0.52,0.436,0,-11.508,0,0.0355,0.865,0.0651,0.123,0.114,126.053,245240,4
K. Michelle,"['hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']",Can't Raise a Man,0vvKyFjX1hzSwpNtVwnJ2H,57,2013,0.623,0.677,5,-5.215,1,0.0639,0.0233,0.0,0.0724,0.182,151.804,208040,4
Bronze Radio Return,"['connecticut indie', 'indie folk', 'indie poptimism', 'modern alternative rock', 'modern rock', 'neo mellow', 'pop rock', 'stomp and holler', 'stomp pop']",Further On,2GNFDAYqOl9uJEOTqYDISb,61,2013,0.633,0.811,0,-6.661,1,0.0327,0.112,0.015,0.12,0.93,130.157,146781,4
Julie Andrews,"['hollywood', 'movie tunes', 'show tunes']","Supercalifragilisticexpialidocious - From ""Mary Poppins""/Soundtrack Version",5cvzqk8wsmLA9P7LrZCRb2,57,2013,0.516,0.718,10,-11.213,1,0.42,0.574,0.0,0.162,0.901,156.995,122027,4
Earl Sweatshirt,"['alternative hip hop', 'experimental hip hop', 'hip hop', 'rap', 'underground hip hop']",Molasses (feat. RZA),7lhkOb0VNnTlshwifCEoSr,58,2013,0.503,0.755,1,-4.811,1,0.265,0.0307,0.0,0.266,0.807,79.422,136440,4
Luke Bryan,"['contemporary country', 'country', 'country road']",I See You,3Z3D2hnbZnveVhTuOifJyt,57,2013,0.657,0.821,6,-3.388,1,0.0352,0.0838,0.0,0.0457,0.714,130.002,185987,4
The 1975,"['modern alternative rock', 'modern rock', 'pop', 'rock']",Sex,0wIFAHbaUucA8mog7Y2IDD,56,2013,0.403,0.971,2,-4.159,1,0.112,1.35e-05,2.22e-05,0.488,0.184,148.324,206987,4
Daft Punk,"['electro', 'filter house']",Doin' it Right (feat. Panda Bear),36c4JohayB9qd64eidQMBi,62,2013,0.804,0.451,6,-8.207,1,0.0949,0.388,2.17e-05,0.0924,0.19,178.061,251293,4
The Story So Far,"['alternative emo', 'anthem emo', 'emo', 'pop punk']",Empty Space,7qTYjaaLpEOQzrgqtQ3py2,57,2013,0.493,0.931,10,-3.651,0,0.0478,5.27e-05,0.0,0.272,0.593,104.52,149937,4
C418,"['dream smp', 'minecraft']",Aria Math,4K0odcECsBvgzv9Lr9z4kd,62,2013,0.523,0.456,4,-13.393,0,0.0623,0.754,0.915,0.0966,0.542,167.999,310000,4
Chance the Rapper,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']",Acid Rain,0yLsJKNJHmSnmSGl3ZodYn,58,2013,0.727,0.527,9,-7.111,1,0.252,0.218,0.000228,0.113,0.102,84.471,216313,4
Selena Gomez,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",Slow Down,2OsEJFTfzfjG4oC92cuP2c,64,2013,0.722,0.821,1,-3.856,0,0.165,0.073,0.0,0.631,0.721,127.944,210293,4
Tech N9ne,"['hip hop', 'kansas city hip hop', 'pop rap', 'southern hip hop']",Fragile,7L3YDa0Fd8pmzpAyu6EKOS,58,2013,0.715,0.468,2,-7.664,0,0.147,0.0994,0.0,0.125,0.673,194.902,236373,3
Cage The Elephant,"['modern rock', 'punk blues', 'rock']",Halo,00CqEmnPLFKDhAb3cuu6Cs,56,2013,0.575,0.985,2,-1.038,0,0.0743,0.04,0.0,0.161,0.477,116.006,177960,4
STRFKR,"['indie rock', 'indietronica', 'modern rock']",Kahlil Gibran,0PldjOTKRt45S9MrLnlwVM,57,2013,0.676,0.641,9,-7.923,1,0.0296,0.267,0.262,0.119,0.352,84.97,241413,4
Alejandro Fernández,"['latin arena pop', 'latin pop', 'mariachi', 'mexican pop', 'musica mexicana', 'ranchera']",Hoy Tengo Ganas De Ti,0qO4GfXADY9QfgcgtrasT9,69,2013,0.406,0.459,3,-6.373,0,0.0392,0.328,0.0,0.0717,0.245,123.54,291107,4
Jerry Lee Lewis,"['piano rock', 'rock-and-roll', 'rockabilly']",Great Balls of Fire,7xe3EQCvXnx6Q0zs41Y65n,58,2013,0.592,0.627,10,-10.14,1,0.0662,0.55,0.0,0.43,0.909,79.567,111240,4
Justin Timberlake,"['dance pop', 'pop']",Mirrors - Radio Edit,6ToFxXRBtl5TJFEyIoYK3f,63,2013,0.578,0.6,8,-5.7,1,0.0455,0.144,0.0,0.426,0.646,76.999,277307,4
Twenty One Pilots,"['modern rock', 'rock']",Semi-Automatic,70Cp0ukCMyWeJML77NGERU,60,2013,0.78,0.716,6,-4.551,0,0.0439,0.0489,5.92e-06,0.0704,0.362,105.017,253680,4
The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",Kiss Land,5idmfDT06TjCQ1SPDsa5qh,60,2013,0.324,0.852,11,-6.675,0,0.109,0.0415,0.0,0.061,0.4,121.881,455333,4
Katy Perry,"['dance pop', 'pop']",Birthday,2xLOMHjkOK8nzxJ4r6yOKR,63,2013,0.719,0.674,11,-5.122,1,0.0681,0.0879,3.75e-06,0.112,0.843,125.98,215042,4
Bastille,"['metropopolis', 'modern rock', 'pop', 'pop rock']",Pompeii,4Ub8UsjWuewQrPhuepfVpd,75,2013,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,214148,4
Sticky Fingers,"['australian reggae fusion', 'reggae fusion']",How To Fly,6I3Evf3nNhxFA5lSM37Y0v,69,2013,0.677,0.644,8,-9.337,0,0.0971,0.161,0.00178,0.106,0.536,151.065,202187,4
"Tyler, The Creator","['hip hop', 'rap']",Domo23,75kiQfmmuQwgquZ9RLSvuA,58,2013,0.727,0.565,1,-5.564,0,0.356,0.167,0.0,0.262,0.597,133.094,158760,4
Courtney Barnett,"['australian indie', 'indie pop', 'indie rock', 'melbourne indie']",Avant Gardener,3LueS3mbuB1yaJNN0Ale6U,56,2013,0.443,0.737,0,-4.509,1,0.0293,0.00149,0.0032,0.121,0.746,115.277,312227,4
Justin Timberlake,"['dance pop', 'pop']",Suit & Tie (feat. JAY Z) (feat. Jay-Z) - [Radio Edit],4mQVHEjrnuUd7G5IVhSYTk,58,2013,0.797,0.611,11,-4.99,0,0.183,0.0927,1.37e-06,0.259,0.426,102.034,269147,4
A$AP Rocky,"['east coast hip hop', 'hip hop', 'rap']",r - Cali,2oMOqX9k4k16odibNkYyrD,60,2013,0.714,0.765,4,-6.215,0,0.354,0.0105,0.0,0.566,0.52,74.986,139707,4
Twenty One Pilots,"['modern rock', 'rock']",The Run and Go,68NsOuum1AegLDhOIr2ADL,60,2013,0.798,0.318,10,-6.849,0,0.0431,0.0437,0.0,0.158,0.425,92.49,229000,4
Kelly Clarkson,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'uk pop']",Underneath the Tree,3YZE5qDV7u1ZD1gZc47ZeR,55,2013,0.509,0.812,8,-5.439,1,0.0537,0.00128,1.99e-05,0.214,0.689,159.878,229640,4
J. Valentine,[],"UP! (feat. Chris Brown, Pleasure P) (R&B Remix Mix)",6tZmrNnFao9ofNviYqJwOH,60,2013,0.777,0.454,1,-10.39,1,0.131,0.409,0.0,0.616,0.498,96.922,201143,4
Kanye West,"['chicago rap', 'rap']",I Am A God,0HMCdlOPJkAGlB0MlSWIcO,61,2013,0.51,0.532,4,-7.405,0,0.0715,0.0367,0.000794,0.165,0.305,111.885,231507,4
One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",Diana,6twW4ma6w0mOeejejPK0nY,65,2013,0.549,0.868,2,-4.319,1,0.0614,0.0604,0.0,0.137,0.755,171.96,184667,4
Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",Red Dot Music,237B0GS3Y8VwGGD9bGl1vG,57,2013,0.537,0.686,5,-6.734,0,0.459,0.156,0.0,0.158,0.284,148.757,367931,4
The Killers,"['alternative rock', 'dance rock', 'permanent wave', 'rock']",Shot At The Night,2aZ2Co4NeQRsqWcU930zHT,66,2013,0.51,0.802,5,-4.903,1,0.0561,0.0917,0.0136,0.109,0.24,185.927,242507,4
RÜFÜS DU SOL,"['australian electropop', 'indietronica']",Sundream,0PHWXLXOQXGlyUGq7woVFZ,63,2013,0.686,0.712,5,-7.58,0,0.0383,0.049,0.0042,0.368,0.247,121.966,275493,4
Parry Gripp,['comic'],Raining Tacos,01apQz7E72krU1k1b4VWs7,62,2013,0.48,0.865,3,-5.441,1,0.228,0.0979,3.32e-06,0.123,0.575,138.193,92693,4
The Head And The Heart,"['folk-pop', 'indie folk', 'seattle indie', 'stomp and holler']",Let's Be Still,3QmzlL0tTtDgD1Hwfct68D,56,2013,0.638,0.411,9,-10.724,1,0.0277,0.674,0.00357,0.106,0.563,131.18,268347,4
Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",The Language,3IQgeOgdHIag6mu0mgKRgQ,56,2013,0.831,0.651,1,-8.363,1,0.437,0.0125,0.0,0.0809,0.502,120.065,224013,4
Ghost,"['hard rock', 'metal']",Crucified,0PSWSiRXsxsLAEdEhaJAId,61,2013,0.517,0.704,4,-6.837,0,0.0358,0.00385,0.0,0.103,0.279,115.977,313413,4
Kings of Leon,"['modern rock', 'rock']",Wait for Me,2nO1DYEg1X5GHi8SSuNJQj,65,2013,0.488,0.624,9,-8.357,1,0.0329,0.0263,0.00223,0.122,0.308,116.723,210133,4
Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",I Want It All,1j9rezdE3YeC7yktZXC1em,66,2013,0.499,0.81,5,-5.579,1,0.0347,0.000637,0.0748,0.0625,0.288,131.052,185406,4
Watchhouse,"['new americana', 'north carolina roots', 'progressive bluegrass', 'stomp and holler']",Cavalry,2whwQ5AcH84MhNIXoAYKdi,56,2013,0.48,0.273,2,-11.045,1,0.0319,0.913,0.000135,0.0911,0.438,124.238,196493,4
Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",Avian,1NXoydcTFSIJ1ikmFEXmDc,57,2013,0.548,0.689,7,-7.287,1,0.131,0.267,0.0,0.19,0.259,75.11,196756,4
All Sons & Daughters,"['anthem worship', 'ccm', 'christian music', 'christian uplift', 'indiecoustica', 'roots worship', 'world worship', 'worship']",Great Are You Lord - Live,4PYOh644yKjYyvyVUHqcof,59,2013,0.39,0.457,9,-7.915,1,0.0327,0.0874,8.9e-06,0.123,0.145,143.977,290413,3
One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",Strong,3cKM7UXBZmgjEgEBTkaIlU,74,2013,0.741,0.663,0,-7.308,1,0.0434,0.0608,0.0,0.0931,0.338,115.013,184373,4
