,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
281,Bryan Adams,Back To You - Classic Version,03B0Ev13orOF0twVLQg6de,41,0.597,0.871,0,-5.112,1,0.0293,0.0411,0.0,0.168,0.513,129.003,audio_features,03B0Ev13orOF0twVLQg6de,spotify:track:03B0Ev13orOF0twVLQg6de,https://api.spotify.com/v1/tracks/03B0Ev13orOF0twVLQg6de,https://api.spotify.com/v1/audio-analysis/03B0Ev13orOF0twVLQg6de,267333,4
282,Yung Lean,Ginseng Strip 2002,7v3rmoy5jcn4h5UqwQyCM3,76,0.601,0.712,1,-9.433,1,0.0436,0.0848,0.0,0.461,0.389,114.97,audio_features,7v3rmoy5jcn4h5UqwQyCM3,spotify:track:7v3rmoy5jcn4h5UqwQyCM3,https://api.spotify.com/v1/tracks/7v3rmoy5jcn4h5UqwQyCM3,https://api.spotify.com/v1/audio-analysis/7v3rmoy5jcn4h5UqwQyCM3,154000,4
283,Armin van Buuren ASOT Radio,Intro - The Oath (Mix Cut) - A State Of Trance Year Mix 2013,1ztPLPjSNTVL0eTgVDRyaK,6,0.492,0.576,9,-11.562,0,0.755,0.263,0.0,0.751,0.442,145.774,audio_features,1ztPLPjSNTVL0eTgVDRyaK,spotify:track:1ztPLPjSNTVL0eTgVDRyaK,https://api.spotify.com/v1/tracks/1ztPLPjSNTVL0eTgVDRyaK,https://api.spotify.com/v1/audio-analysis/1ztPLPjSNTVL0eTgVDRyaK,88360,3
287,Bryan Adams,When You're Gone - Classic Version,3igRudEJLuWBumYOdPXQxc,40,0.599,0.941,0,-5.694,1,0.0362,0.00195,6.07e-06,0.104,0.861,127.553,audio_features,3igRudEJLuWBumYOdPXQxc,spotify:track:3igRudEJLuWBumYOdPXQxc,https://api.spotify.com/v1/tracks/3igRudEJLuWBumYOdPXQxc,https://api.spotify.com/v1/audio-analysis/3igRudEJLuWBumYOdPXQxc,201093,4
288,Five Finger Death Punch,Wrong Side of Heaven,0gMTjqQCHmQpCqmmeCy2wP,66,0.482,0.926,4,-5.123,0,0.0666,0.00685,0.0,0.288,0.529,150.014,audio_features,0gMTjqQCHmQpCqmmeCy2wP,spotify:track:0gMTjqQCHmQpCqmmeCy2wP,https://api.spotify.com/v1/tracks/0gMTjqQCHmQpCqmmeCy2wP,https://api.spotify.com/v1/audio-analysis/0gMTjqQCHmQpCqmmeCy2wP,271000,4
289,Piano Project,Safe and Sound,2Gs6M1xtWsHKhF4V1EO6aC,13,0.732,0.334,0,-20.827,1,0.0656,0.98,0.844,0.11,0.374,120.031,audio_features,2Gs6M1xtWsHKhF4V1EO6aC,spotify:track:2Gs6M1xtWsHKhF4V1EO6aC,https://api.spotify.com/v1/tracks/2Gs6M1xtWsHKhF4V1EO6aC,https://api.spotify.com/v1/audio-analysis/2Gs6M1xtWsHKhF4V1EO6aC,188737,4
293,The Knocks,Classic (feat. POWERS),42UaTVeWaNaME7ttu61ykG,52,0.63,0.942,2,-3.195,1,0.0485,0.00474,0.000744,0.326,0.543,101.996,audio_features,42UaTVeWaNaME7ttu61ykG,spotify:track:42UaTVeWaNaME7ttu61ykG,https://api.spotify.com/v1/tracks/42UaTVeWaNaME7ttu61ykG,https://api.spotify.com/v1/audio-analysis/42UaTVeWaNaME7ttu61ykG,248517,4
294,Little Big Town,Pontoon,2Gy3XMLbBxACZ4tXdFRGr7,66,0.721,0.819,9,-5.715,1,0.0269,0.413,0.0,0.196,0.867,96.02,audio_features,2Gy3XMLbBxACZ4tXdFRGr7,spotify:track:2Gy3XMLbBxACZ4tXdFRGr7,https://api.spotify.com/v1/tracks/2Gy3XMLbBxACZ4tXdFRGr7,https://api.spotify.com/v1/audio-analysis/2Gy3XMLbBxACZ4tXdFRGr7,212320,4
295,David Bowie,Time - 2013 Remaster,0EvOQBSyW3uSfwpcaj5xLe,11,0.33,0.652,0,-8.731,1,0.0398,0.192,2.69e-06,0.105,0.369,145.186,audio_features,0EvOQBSyW3uSfwpcaj5xLe,spotify:track:0EvOQBSyW3uSfwpcaj5xLe,https://api.spotify.com/v1/tracks/0EvOQBSyW3uSfwpcaj5xLe,https://api.spotify.com/v1/audio-analysis/0EvOQBSyW3uSfwpcaj5xLe,315855,4
299,Panic! At The Disco,High Hopes,3A9zEoF1jy7N7XGvWOf73n,0,0.519,0.908,5,-2.733,1,0.0668,0.221,0.0,0.0673,0.703,164.061,audio_features,3A9zEoF1jy7N7XGvWOf73n,spotify:track:3A9zEoF1jy7N7XGvWOf73n,https://api.spotify.com/v1/tracks/3A9zEoF1jy7N7XGvWOf73n,https://api.spotify.com/v1/audio-analysis/3A9zEoF1jy7N7XGvWOf73n,192133,4
300,Katy Perry,Roar,27tNWlhdAryQY04Gb2ZhUI,77,0.671,0.771,7,-4.821,0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,audio_features,27tNWlhdAryQY04Gb2ZhUI,spotify:track:27tNWlhdAryQY04Gb2ZhUI,https://api.spotify.com/v1/tracks/27tNWlhdAryQY04Gb2ZhUI,https://api.spotify.com/v1/audio-analysis/27tNWlhdAryQY04Gb2ZhUI,223546,4
301,Pete Rivera,I Just Want to Celebrate,7ymacTRU0TFQqgz4YN74am,10,0.463,0.899,7,-3.608,1,0.188,0.336,0.0,0.688,0.713,172.467,audio_features,7ymacTRU0TFQqgz4YN74am,spotify:track:7ymacTRU0TFQqgz4YN74am,https://api.spotify.com/v1/tracks/7ymacTRU0TFQqgz4YN74am,https://api.spotify.com/v1/audio-analysis/7ymacTRU0TFQqgz4YN74am,211600,4
305,Bryan Adams,Have You Ever Really Loved A Woman? - Classic Version,4NWU2qjoCRbXAQG5sSYQ4K,51,0.579,0.61,7,-5.336,1,0.0279,0.525,0.0,0.111,0.464,145.565,audio_features,4NWU2qjoCRbXAQG5sSYQ4K,spotify:track:4NWU2qjoCRbXAQG5sSYQ4K,https://api.spotify.com/v1/tracks/4NWU2qjoCRbXAQG5sSYQ4K,https://api.spotify.com/v1/audio-analysis/4NWU2qjoCRbXAQG5sSYQ4K,288560,3
306,The Front Bottoms,Twin Size Mattress,14N3tALR3Mhf7UHpJRKk4L,70,0.325,0.867,4,-5.53,1,0.0809,0.00548,4.33e-06,0.103,0.336,144.866,audio_features,14N3tALR3Mhf7UHpJRKk4L,spotify:track:14N3tALR3Mhf7UHpJRKk4L,https://api.spotify.com/v1/tracks/14N3tALR3Mhf7UHpJRKk4L,https://api.spotify.com/v1/audio-analysis/14N3tALR3Mhf7UHpJRKk4L,264677,4
307,Piano Project,Heart Attack,1cSQdLVjLhCSBVNVuILoKd,12,0.473,0.345,8,-18.732,1,0.0493,0.984,0.942,0.129,0.567,175.019,audio_features,1cSQdLVjLhCSBVNVuILoKd,spotify:track:1cSQdLVjLhCSBVNVuILoKd,https://api.spotify.com/v1/tracks/1cSQdLVjLhCSBVNVuILoKd,https://api.spotify.com/v1/audio-analysis/1cSQdLVjLhCSBVNVuILoKd,207781,4
311,Bryan Adams,Cuts Like A Knife - Classic Version,0NYVGVVkNXQbM0kqpLdu68,41,0.48,0.678,7,-4.625,1,0.0294,0.0097,0.0,0.327,0.32,96.485,audio_features,0NYVGVVkNXQbM0kqpLdu68,spotify:track:0NYVGVVkNXQbM0kqpLdu68,https://api.spotify.com/v1/tracks/0NYVGVVkNXQbM0kqpLdu68,https://api.spotify.com/v1/audio-analysis/0NYVGVVkNXQbM0kqpLdu68,323267,4
312,One Direction,You & I,2afCBiru10AFckfOa49wIa,77,0.574,0.329,1,-6.829,1,0.0274,0.22,0.0,0.0986,0.356,130.993,audio_features,2afCBiru10AFckfOa49wIa,spotify:track:2afCBiru10AFckfOa49wIa,https://api.spotify.com/v1/tracks/2afCBiru10AFckfOa49wIa,https://api.spotify.com/v1/audio-analysis/2afCBiru10AFckfOa49wIa,237933,4
313,David Bowie,The Jean Genie - 2013 Remaster,3zjv1lCEZNctcfTDPkFPy2,13,0.586,0.571,9,-9.116,1,0.0309,0.378,5.12e-06,0.358,0.812,128.453,audio_features,3zjv1lCEZNctcfTDPkFPy2,spotify:track:3zjv1lCEZNctcfTDPkFPy2,https://api.spotify.com/v1/tracks/3zjv1lCEZNctcfTDPkFPy2,https://api.spotify.com/v1/audio-analysis/3zjv1lCEZNctcfTDPkFPy2,248013,4
317,Bryan Adams,When You Love Someone - Classic Version,2Lr5vCKpMG3lI3eNFilDBa,40,0.586,0.354,0,-6.735,1,0.0267,0.25,1.14e-05,0.0898,0.257,58.01,audio_features,2Lr5vCKpMG3lI3eNFilDBa,spotify:track:2Lr5vCKpMG3lI3eNFilDBa,https://api.spotify.com/v1/tracks/2Lr5vCKpMG3lI3eNFilDBa,https://api.spotify.com/v1/audio-analysis/2Lr5vCKpMG3lI3eNFilDBa,191867,4
318,Sara Bareilles,Brave,6Uy6K3KdmUdAfelUp0SeXn,71,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,audio_features,6Uy6K3KdmUdAfelUp0SeXn,spotify:track:6Uy6K3KdmUdAfelUp0SeXn,https://api.spotify.com/v1/tracks/6Uy6K3KdmUdAfelUp0SeXn,https://api.spotify.com/v1/audio-analysis/6Uy6K3KdmUdAfelUp0SeXn,220573,4
322,Fleetwood Mac,Big Love - 2018 Remaster,6F5o1JiSxYGe4Ecw2waQAI,0,0.71,0.748,10,-10.558,0,0.0482,0.0287,0.156,0.0741,0.619,125.374,audio_features,6F5o1JiSxYGe4Ecw2waQAI,spotify:track:6F5o1JiSxYGe4Ecw2waQAI,https://api.spotify.com/v1/tracks/6F5o1JiSxYGe4Ecw2waQAI,https://api.spotify.com/v1/audio-analysis/6F5o1JiSxYGe4Ecw2waQAI,222373,4
323,Kacey Musgraves,Follow Your Arrow,4CLPNURPcKztF9RRdcWLGP,67,0.448,0.649,5,-5.925,1,0.0434,0.418,0.0,0.0976,0.575,195.925,audio_features,4CLPNURPcKztF9RRdcWLGP,spotify:track:4CLPNURPcKztF9RRdcWLGP,https://api.spotify.com/v1/tracks/4CLPNURPcKztF9RRdcWLGP,https://api.spotify.com/v1/audio-analysis/4CLPNURPcKztF9RRdcWLGP,199640,4
324,Rabbit Junk,What Doesn't Kill You Will Make You a Killer (Remastered),2MTc6ietCS3kUgcdK0uaXy,12,0.231,0.936,1,-3.362,1,0.26,0.000322,0.0314,0.0502,0.297,195.283,audio_features,2MTc6ietCS3kUgcdK0uaXy,spotify:track:2MTc6ietCS3kUgcdK0uaXy,https://api.spotify.com/v1/tracks/2MTc6ietCS3kUgcdK0uaXy,https://api.spotify.com/v1/audio-analysis/2MTc6ietCS3kUgcdK0uaXy,264000,3
328,Selena Gomez,New Classic - Single Version,7Grqe60dJiSlBKebhAGR1f,52,0.717,0.781,11,-5.802,0,0.0496,0.0103,0.0,0.322,0.683,103.98,audio_features,7Grqe60dJiSlBKebhAGR1f,spotify:track:7Grqe60dJiSlBKebhAGR1f,https://api.spotify.com/v1/tracks/7Grqe60dJiSlBKebhAGR1f,https://api.spotify.com/v1/audio-analysis/7Grqe60dJiSlBKebhAGR1f,189333,4
329,Katy Perry,Dark Horse,5jrdCoLpJSvHHorevXBATy,75,0.645,0.585,6,-6.122,1,0.0513,0.00314,0.0,0.165,0.353,131.931,audio_features,5jrdCoLpJSvHHorevXBATy,spotify:track:5jrdCoLpJSvHHorevXBATy,https://api.spotify.com/v1/tracks/5jrdCoLpJSvHHorevXBATy,https://api.spotify.com/v1/audio-analysis/5jrdCoLpJSvHHorevXBATy,215672,4
333,Don Toliver,Drugs N Hella Melodies,2hYV8Pl5t43SczpWvTNEcV,0,0.582,0.581,1,-9.482,0,0.081,0.259,0.000982,0.11,0.305,147.075,audio_features,2hYV8Pl5t43SczpWvTNEcV,spotify:track:2hYV8Pl5t43SczpWvTNEcV,https://api.spotify.com/v1/tracks/2hYV8Pl5t43SczpWvTNEcV,https://api.spotify.com/v1/audio-analysis/2hYV8Pl5t43SczpWvTNEcV,198058,4
334,Thomas Rhett,It Goes Like This,6GsAD8PgHxmEuIPTG8GP3M,66,0.543,0.837,11,-6.448,1,0.0608,0.117,0.0,0.0872,0.506,168.056,audio_features,6GsAD8PgHxmEuIPTG8GP3M,spotify:track:6GsAD8PgHxmEuIPTG8GP3M,https://api.spotify.com/v1/tracks/6GsAD8PgHxmEuIPTG8GP3M,https://api.spotify.com/v1/audio-analysis/6GsAD8PgHxmEuIPTG8GP3M,186080,4
335,Rabbit Junk,Bubble (Remastered),2jfnNnHUOecNtrCR3K86vs,12,0.624,0.855,3,-3.222,1,0.0471,0.012,0.0,0.0605,0.83,105.146,audio_features,2jfnNnHUOecNtrCR3K86vs,spotify:track:2jfnNnHUOecNtrCR3K86vs,https://api.spotify.com/v1/tracks/2jfnNnHUOecNtrCR3K86vs,https://api.spotify.com/v1/audio-analysis/2jfnNnHUOecNtrCR3K86vs,240000,4
339,Blues Traveler,Run-Around,3y8rEUEUdmAcPCpPoLotnO,57,0.591,0.907,7,-5.648,1,0.0837,0.0675,0.0,0.0903,0.817,151.961,audio_features,3y8rEUEUdmAcPCpPoLotnO,spotify:track:3y8rEUEUdmAcPCpPoLotnO,https://api.spotify.com/v1/tracks/3y8rEUEUdmAcPCpPoLotnO,https://api.spotify.com/v1/audio-analysis/3y8rEUEUdmAcPCpPoLotnO,280093,4
340,Jason Derulo,Talk Dirty (feat. 2 Chainz),6g6A7qNhTfUgOSH7ROOxTD,66,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,audio_features,6g6A7qNhTfUgOSH7ROOxTD,spotify:track:6g6A7qNhTfUgOSH7ROOxTD,https://api.spotify.com/v1/tracks/6g6A7qNhTfUgOSH7ROOxTD,https://api.spotify.com/v1/audio-analysis/6g6A7qNhTfUgOSH7ROOxTD,177685,4
344,Bryan Adams,Can't Stop This Thing We Started - Classic Version,77mgwlnYnNwz53t1nLeHUN,43,0.574,0.865,9,-5.098,1,0.0329,0.00221,0.0,0.231,0.635,114.024,audio_features,77mgwlnYnNwz53t1nLeHUN,spotify:track:77mgwlnYnNwz53t1nLeHUN,https://api.spotify.com/v1/tracks/77mgwlnYnNwz53t1nLeHUN,https://api.spotify.com/v1/audio-analysis/77mgwlnYnNwz53t1nLeHUN,279667,4
345,Kristen Bell,"Do You Want to Build a Snowman? - From ""Frozen""/Soundtrack Version",2yi7HZrBOC4bMUSTcs4VK6,69,0.306,0.121,0,-15.551,0,0.0554,0.85,0.000176,0.257,0.166,174.053,audio_features,2yi7HZrBOC4bMUSTcs4VK6,spotify:track:2yi7HZrBOC4bMUSTcs4VK6,https://api.spotify.com/v1/tracks/2yi7HZrBOC4bMUSTcs4VK6,https://api.spotify.com/v1/audio-analysis/2yi7HZrBOC4bMUSTcs4VK6,206507,4
346,Adam Kantor,Nobody Needs to Know,1EFPTuREWVFO3kXjRgZiJn,11,0.293,0.245,8,-9.734,1,0.0306,0.918,6.14e-05,0.0729,0.188,85.338,audio_features,1EFPTuREWVFO3kXjRgZiJn,spotify:track:1EFPTuREWVFO3kXjRgZiJn,https://api.spotify.com/v1/tracks/1EFPTuREWVFO3kXjRgZiJn,https://api.spotify.com/v1/audio-analysis/1EFPTuREWVFO3kXjRgZiJn,427827,3
347,Jason Derulo,Trumpets,5KONnBIQ9LqCxyeSPin26k,65,0.635,0.691,0,-4.862,1,0.258,0.555,0.0,0.097,0.638,82.142,audio_features,5KONnBIQ9LqCxyeSPin26k,spotify:track:5KONnBIQ9LqCxyeSPin26k,https://api.spotify.com/v1/tracks/5KONnBIQ9LqCxyeSPin26k,https://api.spotify.com/v1/audio-analysis/5KONnBIQ9LqCxyeSPin26k,217419,4
351,Green Day,Holiday,4C0gF2IyF8R6M30NEBWp0P,0,0.552,0.909,8,-3.401,1,0.0362,0.000142,0.0,0.888,0.64,146.518,audio_features,4C0gF2IyF8R6M30NEBWp0P,spotify:track:4C0gF2IyF8R6M30NEBWp0P,https://api.spotify.com/v1/tracks/4C0gF2IyF8R6M30NEBWp0P,https://api.spotify.com/v1/audio-analysis/4C0gF2IyF8R6M30NEBWp0P,232680,4
352,Randy Houser,Runnin' Outta Moonlight,6enPOmd3vSFpI4jjms8kXN,66,0.526,0.801,2,-3.717,1,0.0393,0.0354,3.17e-06,0.0637,0.769,172.024,audio_features,6enPOmd3vSFpI4jjms8kXN,spotify:track:6enPOmd3vSFpI4jjms8kXN,https://api.spotify.com/v1/tracks/6enPOmd3vSFpI4jjms8kXN,https://api.spotify.com/v1/audio-analysis/6enPOmd3vSFpI4jjms8kXN,193773,4
353,Tom Day,My Last Year,0mJlbk0s18XGePWcuu5ku4,13,0.465,0.346,0,-12.407,1,0.0314,0.737,0.942,0.49,0.0401,110.994,audio_features,0mJlbk0s18XGePWcuu5ku4,spotify:track:0mJlbk0s18XGePWcuu5ku4,https://api.spotify.com/v1/tracks/0mJlbk0s18XGePWcuu5ku4,https://api.spotify.com/v1/audio-analysis/0mJlbk0s18XGePWcuu5ku4,384000,4
357,Gym Class Heroes,The Fighter (feat. Ryan Tedder),77ZdAoTHYoF6Umo76HFD4m,59,0.592,0.926,7,-3.469,1,0.126,0.0775,0.0,0.187,0.432,99.018,audio_features,77ZdAoTHYoF6Umo76HFD4m,spotify:track:77ZdAoTHYoF6Umo76HFD4m,https://api.spotify.com/v1/tracks/77ZdAoTHYoF6Umo76HFD4m,https://api.spotify.com/v1/audio-analysis/77ZdAoTHYoF6Umo76HFD4m,228533,4
358,Pharrell Williams,Just a Cloud Away,4UPQiDmYScn2C6S2C2WATY,72,0.888,0.459,2,-8.154,1,0.0357,0.426,0.0,0.11,0.704,112.56,audio_features,4UPQiDmYScn2C6S2C2WATY,spotify:track:4UPQiDmYScn2C6S2C2WATY,https://api.spotify.com/v1/tracks/4UPQiDmYScn2C6S2C2WATY,https://api.spotify.com/v1/audio-analysis/4UPQiDmYScn2C6S2C2WATY,176078,3
362,Aests,FIGHT! - Flyday Chinatown,5uSG2qFsXcAG1QV5D5jmML,63,0.786,0.806,4,-5.411,1,0.526,0.186,8.67e-05,0.333,0.561,119.911,audio_features,5uSG2qFsXcAG1QV5D5jmML,spotify:track:5uSG2qFsXcAG1QV5D5jmML,https://api.spotify.com/v1/tracks/5uSG2qFsXcAG1QV5D5jmML,https://api.spotify.com/v1/audio-analysis/5uSG2qFsXcAG1QV5D5jmML,122089,4
363,Ludovico Einaudi,Experience,1BncfTJAWxrsxyT9culBrj,77,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,audio_features,1BncfTJAWxrsxyT9culBrj,spotify:track:1BncfTJAWxrsxyT9culBrj,https://api.spotify.com/v1/tracks/1BncfTJAWxrsxyT9culBrj,https://api.spotify.com/v1/audio-analysis/1BncfTJAWxrsxyT9culBrj,315427,4
364,Armin van Buuren ASOT Radio,Outro - A Matter Of What You Believe In (Mix Cut) - A State Of Trance Year Mix 2013,17su1BZuU0cbFK2wWaMhpT,6,0.364,0.685,5,-12.758,1,0.457,0.24,8.42e-05,0.579,0.778,81.283,audio_features,17su1BZuU0cbFK2wWaMhpT,spotify:track:17su1BZuU0cbFK2wWaMhpT,https://api.spotify.com/v1/tracks/17su1BZuU0cbFK2wWaMhpT,https://api.spotify.com/v1/audio-analysis/17su1BZuU0cbFK2wWaMhpT,47320,5
365,Marcia Lewis,Class,2dt2NLKeYbNpOFTsT3iS5f,25,0.448,0.097,9,-14.925,1,0.0521,0.823,0.0,0.0746,0.302,79.677,audio_features,2dt2NLKeYbNpOFTsT3iS5f,spotify:track:2dt2NLKeYbNpOFTsT3iS5f,https://api.spotify.com/v1/tracks/2dt2NLKeYbNpOFTsT3iS5f,https://api.spotify.com/v1/audio-analysis/2dt2NLKeYbNpOFTsT3iS5f,188840,1
366,Mac Miller,Objects in the Mirror,64gyqTtDDel7B2NoEkOa0A,68,0.645,0.658,1,-6.625,1,0.0532,0.623,2.02e-05,0.107,0.19,77.021,audio_features,64gyqTtDDel7B2NoEkOa0A,spotify:track:64gyqTtDDel7B2NoEkOa0A,https://api.spotify.com/v1/tracks/64gyqTtDDel7B2NoEkOa0A,https://api.spotify.com/v1/audio-analysis/64gyqTtDDel7B2NoEkOa0A,259144,4
367,downcast,2013,3i2n0NH7tB0EdX2Dj4FHVu,1,0.36,0.893,3,-3.907,1,0.0502,0.000202,1.18e-05,0.209,0.729,198.219,audio_features,3i2n0NH7tB0EdX2Dj4FHVu,spotify:track:3i2n0NH7tB0EdX2Dj4FHVu,https://api.spotify.com/v1/tracks/3i2n0NH7tB0EdX2Dj4FHVu,https://api.spotify.com/v1/audio-analysis/3i2n0NH7tB0EdX2Dj4FHVu,179091,4
368,CAMEL MONROE,CLASS,3h9OrZF5k7xiAEJ7duxQPn,16,0.315,0.938,6,-6.252,0,0.0897,0.73,0.995,0.273,0.284,105.17,audio_features,3h9OrZF5k7xiAEJ7duxQPn,spotify:track:3h9OrZF5k7xiAEJ7duxQPn,https://api.spotify.com/v1/tracks/3h9OrZF5k7xiAEJ7duxQPn,https://api.spotify.com/v1/audio-analysis/3h9OrZF5k7xiAEJ7duxQPn,72139,4
369,Zendaya,Replay,7d1CFwrBmH34gmS0Hkbfbt,68,0.688,0.723,6,-6.682,0,0.121,0.0416,0.0002,0.302,0.618,140.023,audio_features,7d1CFwrBmH34gmS0Hkbfbt,spotify:track:7d1CFwrBmH34gmS0Hkbfbt,https://api.spotify.com/v1/tracks/7d1CFwrBmH34gmS0Hkbfbt,https://api.spotify.com/v1/audio-analysis/7d1CFwrBmH34gmS0Hkbfbt,209187,4
370,Aero Chord,Android Talk,4Vj7V4HJazYhnhXFx7oPtZ,14,0.588,0.738,1,-8.122,0,0.0504,0.000755,0.883,0.0874,0.385,139.972,audio_features,4Vj7V4HJazYhnhXFx7oPtZ,spotify:track:4Vj7V4HJazYhnhXFx7oPtZ,https://api.spotify.com/v1/tracks/4Vj7V4HJazYhnhXFx7oPtZ,https://api.spotify.com/v1/audio-analysis/4Vj7V4HJazYhnhXFx7oPtZ,228320,4
371,Baby Smoove,Overtime,71pmeuiEvHAkE7gXxWL2Uy,61,0.497,0.627,7,-7.851,1,0.306,0.0868,0.0,0.339,0.528,96.975,audio_features,71pmeuiEvHAkE7gXxWL2Uy,spotify:track:71pmeuiEvHAkE7gXxWL2Uy,https://api.spotify.com/v1/tracks/71pmeuiEvHAkE7gXxWL2Uy,https://api.spotify.com/v1/audio-analysis/71pmeuiEvHAkE7gXxWL2Uy,142320,4
372,Disclosure,You & Me - Flume Remix,1snNAXmmPXCn0dkF9DaPWw,67,0.593,0.392,10,-6.872,0,0.0257,0.382,0.000114,0.131,0.25,75.065,audio_features,1snNAXmmPXCn0dkF9DaPWw,spotify:track:1snNAXmmPXCn0dkF9DaPWw,https://api.spotify.com/v1/tracks/1snNAXmmPXCn0dkF9DaPWw,https://api.spotify.com/v1/audio-analysis/1snNAXmmPXCn0dkF9DaPWw,282813,4
373,Widdershins,The Year 2103,62DKor2WpbaHrQ3XXoiEM5,7,0.623,0.59,2,-5.739,1,0.0404,0.495,0.00014,0.174,0.448,76.032,audio_features,62DKor2WpbaHrQ3XXoiEM5,spotify:track:62DKor2WpbaHrQ3XXoiEM5,https://api.spotify.com/v1/tracks/62DKor2WpbaHrQ3XXoiEM5,https://api.spotify.com/v1/audio-analysis/62DKor2WpbaHrQ3XXoiEM5,255347,4
374,Young Stunners,Class,1rRExYuZj8hpWiNB9U8Xn1,36,0.824,0.843,10,-5.433,1,0.197,0.0358,2.1e-06,0.0822,0.77,119.853,audio_features,1rRExYuZj8hpWiNB9U8Xn1,spotify:track:1rRExYuZj8hpWiNB9U8Xn1,https://api.spotify.com/v1/tracks/1rRExYuZj8hpWiNB9U8Xn1,https://api.spotify.com/v1/audio-analysis/1rRExYuZj8hpWiNB9U8Xn1,368039,4
375,Demi Lovato,Really Don't Care,5vTPxzm4h2bY9rYyVrGEU5,71,0.706,0.728,7,-3.602,1,0.0852,0.123,0.0,0.185,0.851,121.017,audio_features,5vTPxzm4h2bY9rYyVrGEU5,spotify:track:5vTPxzm4h2bY9rYyVrGEU5,https://api.spotify.com/v1/tracks/5vTPxzm4h2bY9rYyVrGEU5,https://api.spotify.com/v1/audio-analysis/5vTPxzm4h2bY9rYyVrGEU5,201600,4
376,Alexandre Bergheau,Damavand (Mix Cut) - Original Mix,3dEYxh8aiJJWV69yOmBjlS,9,0.523,0.918,1,-6.41,1,0.0499,0.000132,0.459,0.493,0.374,134.018,audio_features,3dEYxh8aiJJWV69yOmBjlS,spotify:track:3dEYxh8aiJJWV69yOmBjlS,https://api.spotify.com/v1/tracks/3dEYxh8aiJJWV69yOmBjlS,https://api.spotify.com/v1/audio-analysis/3dEYxh8aiJJWV69yOmBjlS,71640,4
377,Lil Baby,First Class,7i3NiyX4x4WZ8xZjIXWi4s,57,0.832,0.291,5,-9.272,0,0.309,0.00503,0.0,0.0796,0.29,134.065,audio_features,7i3NiyX4x4WZ8xZjIXWi4s,spotify:track:7i3NiyX4x4WZ8xZjIXWi4s,https://api.spotify.com/v1/tracks/7i3NiyX4x4WZ8xZjIXWi4s,https://api.spotify.com/v1/audio-analysis/7i3NiyX4x4WZ8xZjIXWi4s,201085,4
378,Sevyn Streeter,It Won't Stop (feat. Chris Brown) - EP Version,2xRYnHQdLD9ketvC01UYYT,70,0.657,0.574,1,-9.484,0,0.0407,0.016,8.1e-05,0.172,0.211,119.992,audio_features,2xRYnHQdLD9ketvC01UYYT,spotify:track:2xRYnHQdLD9ketvC01UYYT,https://api.spotify.com/v1/tracks/2xRYnHQdLD9ketvC01UYYT,https://api.spotify.com/v1/audio-analysis/2xRYnHQdLD9ketvC01UYYT,281080,4
379,Jared Reznor,2013,0cohjLHeYQZcSsnp6FPpg3,0,0.62,0.726,9,-11.246,0,0.0357,0.0477,0.861,0.432,0.369,122.001,audio_features,0cohjLHeYQZcSsnp6FPpg3,spotify:track:0cohjLHeYQZcSsnp6FPpg3,https://api.spotify.com/v1/tracks/0cohjLHeYQZcSsnp6FPpg3,https://api.spotify.com/v1/audio-analysis/0cohjLHeYQZcSsnp6FPpg3,365000,4
380,Scattle,Class,1jrApO1bDprknK3wCgapsV,18,0.689,0.282,11,-18.714,1,0.0246,0.511,0.857,0.144,0.199,90.0,audio_features,1jrApO1bDprknK3wCgapsV,spotify:track:1jrApO1bDprknK3wCgapsV,https://api.spotify.com/v1/tracks/1jrApO1bDprknK3wCgapsV,https://api.spotify.com/v1/audio-analysis/1jrApO1bDprknK3wCgapsV,234667,4
381,Kristen Bell,"For the First Time in Forever - From ""Frozen""/Soundtrack Version",70b5Sq3ePOu3Gqg0hjlOtR,69,0.354,0.411,0,-6.018,1,0.0344,0.815,1e-06,0.106,0.43,90.831,audio_features,70b5Sq3ePOu3Gqg0hjlOtR,spotify:track:70b5Sq3ePOu3Gqg0hjlOtR,https://api.spotify.com/v1/tracks/70b5Sq3ePOu3Gqg0hjlOtR,https://api.spotify.com/v1/audio-analysis/70b5Sq3ePOu3Gqg0hjlOtR,225080,4
382,Adam Kantor,The Schmuel Song,1dFrWguli4JLTNxFuuKVRe,10,0.431,0.449,9,-7.22,1,0.154,0.904,0.0,0.142,0.378,71.48,audio_features,1dFrWguli4JLTNxFuuKVRe,spotify:track:1dFrWguli4JLTNxFuuKVRe,https://api.spotify.com/v1/tracks/1dFrWguli4JLTNxFuuKVRe,https://api.spotify.com/v1/audio-analysis/1dFrWguli4JLTNxFuuKVRe,489227,4
