,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
22,Lil Peep,Gym Class,08AJ0xQv5LRZsvXf1Jkr2y,70,0.622,0.347,8,-13.292,1,0.0649,0.507,0.00421,0.0841,0.0757,75.512,audio_features,08AJ0xQv5LRZsvXf1Jkr2y,spotify:track:08AJ0xQv5LRZsvXf1Jkr2y,https://api.spotify.com/v1/tracks/08AJ0xQv5LRZsvXf1Jkr2y,https://api.spotify.com/v1/audio-analysis/08AJ0xQv5LRZsvXf1Jkr2y,217000,4
23,J. Cole,Power Trip (feat. Miguel),2uwnP6tZVVmTovzX5ELooy,77,0.667,0.608,1,-7.054,1,0.216,0.324,0.000198,0.426,0.475,99.992,audio_features,2uwnP6tZVVmTovzX5ELooy,spotify:track:2uwnP6tZVVmTovzX5ELooy,https://api.spotify.com/v1/tracks/2uwnP6tZVVmTovzX5ELooy,https://api.spotify.com/v1/audio-analysis/2uwnP6tZVVmTovzX5ELooy,241160,4
24,Jaygotcashh,2013,5FVhgMUsheFGuHD07haeNS,28,0.648,0.592,7,-9.045,1,0.55,0.507,0.0,0.407,0.672,79.068,audio_features,5FVhgMUsheFGuHD07haeNS,spotify:track:5FVhgMUsheFGuHD07haeNS,https://api.spotify.com/v1/tracks/5FVhgMUsheFGuHD07haeNS,https://api.spotify.com/v1/audio-analysis/5FVhgMUsheFGuHD07haeNS,196161,4
25,Camille Saint-Saëns,Carnival of the Animals: The Swan,3U8Fx7zNTQrctytkj6Gqgd,60,0.213,0.0656,7,-24.81,1,0.0467,0.992,0.969,0.0699,0.0384,65.023,audio_features,3U8Fx7zNTQrctytkj6Gqgd,spotify:track:3U8Fx7zNTQrctytkj6Gqgd,https://api.spotify.com/v1/tracks/3U8Fx7zNTQrctytkj6Gqgd,https://api.spotify.com/v1/audio-analysis/3U8Fx7zNTQrctytkj6Gqgd,150147,3
26,Cults,Always Forever,2enPRFda84VE2wtI8c86Uf,80,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,audio_features,2enPRFda84VE2wtI8c86Uf,spotify:track:2enPRFda84VE2wtI8c86Uf,https://api.spotify.com/v1/tracks/2enPRFda84VE2wtI8c86Uf,https://api.spotify.com/v1/audio-analysis/2enPRFda84VE2wtI8c86Uf,223747,4
27,Small Faces,The Universal - 2013 Remaster,2muUrHsYKN8WSgeojpxyGD,37,0.674,0.595,9,-10.599,1,0.0333,0.239,0.0,0.112,0.763,105.852,audio_features,2muUrHsYKN8WSgeojpxyGD,spotify:track:2muUrHsYKN8WSgeojpxyGD,https://api.spotify.com/v1/tracks/2muUrHsYKN8WSgeojpxyGD,https://api.spotify.com/v1/audio-analysis/2muUrHsYKN8WSgeojpxyGD,162046,4
28,The Knocks,Classic (feat. POWERS),42TrdbXsmLybxUGJczYbrJ,55,0.631,0.94,2,-3.52,1,0.049,0.00464,0.000805,0.324,0.552,101.961,audio_features,42TrdbXsmLybxUGJczYbrJ,spotify:track:42TrdbXsmLybxUGJczYbrJ,https://api.spotify.com/v1/tracks/42TrdbXsmLybxUGJczYbrJ,https://api.spotify.com/v1/audio-analysis/42TrdbXsmLybxUGJczYbrJ,248507,4
29,Arctic Monkeys,Do I Wanna Know?,5FVd6KXrgO9B3JPmC8OPst,86,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,audio_features,5FVd6KXrgO9B3JPmC8OPst,spotify:track:5FVd6KXrgO9B3JPmC8OPst,https://api.spotify.com/v1/tracks/5FVd6KXrgO9B3JPmC8OPst,https://api.spotify.com/v1/audio-analysis/5FVd6KXrgO9B3JPmC8OPst,272394,4
30,Jonas Brothers,Year 3000,7BbyWKteSctTKe696qf7fw,51,0.622,0.919,11,-4.088,1,0.0651,0.0163,6.87e-06,0.523,0.81,107.06,audio_features,7BbyWKteSctTKe696qf7fw,spotify:track:7BbyWKteSctTKe696qf7fw,https://api.spotify.com/v1/tracks/7BbyWKteSctTKe696qf7fw,https://api.spotify.com/v1/audio-analysis/7BbyWKteSctTKe696qf7fw,201813,4
31,Rick Springfield,Jessie's Girl,5RsUlxLto4NZbhJpqJbHfN,73,0.727,0.834,2,-5.851,1,0.0496,0.165,0.0,0.105,0.816,131.7,audio_features,5RsUlxLto4NZbhJpqJbHfN,spotify:track:5RsUlxLto4NZbhJpqJbHfN,https://api.spotify.com/v1/tracks/5RsUlxLto4NZbhJpqJbHfN,https://api.spotify.com/v1/audio-analysis/5RsUlxLto4NZbhJpqJbHfN,194120,4
32,Fitz and The Tantrums,Out of My League,2AYEOC02WLhUiOoaig2SEH,75,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,audio_features,2AYEOC02WLhUiOoaig2SEH,spotify:track:2AYEOC02WLhUiOoaig2SEH,https://api.spotify.com/v1/tracks/2AYEOC02WLhUiOoaig2SEH,https://api.spotify.com/v1/audio-analysis/2AYEOC02WLhUiOoaig2SEH,209386,4
33,Au5,Dying Star - 2013,3GbezEfwXXetZXTYWFRPjp,25,0.524,0.899,8,-5.671,0,0.15,0.00495,0.000844,0.0974,0.459,139.949,audio_features,3GbezEfwXXetZXTYWFRPjp,spotify:track:3GbezEfwXXetZXTYWFRPjp,https://api.spotify.com/v1/tracks/3GbezEfwXXetZXTYWFRPjp,https://api.spotify.com/v1/audio-analysis/3GbezEfwXXetZXTYWFRPjp,281143,4
34,Pink Floyd,Money,0vFOzaXqZHahrZp6enQwQb,73,0.468,0.536,11,-10.422,0,0.144,0.024,0.00199,0.269,0.785,126.256,audio_features,0vFOzaXqZHahrZp6enQwQb,spotify:track:0vFOzaXqZHahrZp6enQwQb,https://api.spotify.com/v1/tracks/0vFOzaXqZHahrZp6enQwQb,https://api.spotify.com/v1/audio-analysis/0vFOzaXqZHahrZp6enQwQb,382834,1
35,Avicii,Wake Me Up,0nrRP2bk19rLc0orkWPQk2,85,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,audio_features,0nrRP2bk19rLc0orkWPQk2,spotify:track:0nrRP2bk19rLc0orkWPQk2,https://api.spotify.com/v1/tracks/0nrRP2bk19rLc0orkWPQk2,https://api.spotify.com/v1/audio-analysis/0nrRP2bk19rLc0orkWPQk2,247427,4
36,Sunflower Bean,2013,135gt4CVaNKc6Ux1ANbYXb,18,0.245,0.908,11,-3.759,0,0.0656,0.00818,0.592,0.0725,0.615,192.219,audio_features,135gt4CVaNKc6Ux1ANbYXb,spotify:track:135gt4CVaNKc6Ux1ANbYXb,https://api.spotify.com/v1/tracks/135gt4CVaNKc6Ux1ANbYXb,https://api.spotify.com/v1/audio-analysis/135gt4CVaNKc6Ux1ANbYXb,211337,4
37,The Lumineers,Classy Girls,3ZzlzIJ5iH3WXCP6bX8Vp5,52,0.72,0.802,5,-7.507,1,0.0342,0.661,7.9e-06,0.348,0.497,121.011,audio_features,3ZzlzIJ5iH3WXCP6bX8Vp5,spotify:track:3ZzlzIJ5iH3WXCP6bX8Vp5,https://api.spotify.com/v1/tracks/3ZzlzIJ5iH3WXCP6bX8Vp5,https://api.spotify.com/v1/audio-analysis/3ZzlzIJ5iH3WXCP6bX8Vp5,165933,4
38,Luke Bryan,Play It Again,03fT3OHB9KyMtGMt2zwqCT,76,0.506,0.886,11,-3.225,1,0.0655,0.0916,0.0,0.0734,0.595,143.935,audio_features,03fT3OHB9KyMtGMt2zwqCT,spotify:track:03fT3OHB9KyMtGMt2zwqCT,https://api.spotify.com/v1/tracks/03fT3OHB9KyMtGMt2zwqCT,https://api.spotify.com/v1/audio-analysis/03fT3OHB9KyMtGMt2zwqCT,226867,4
39,Betsy Wolfe,I Can Do Better Than That,5TypCJ3deIfYKD9S1YWElB,25,0.586,0.432,9,-5.388,1,0.0474,0.848,1.01e-05,0.0963,0.689,72.396,audio_features,5TypCJ3deIfYKD9S1YWElB,spotify:track:5TypCJ3deIfYKD9S1YWElB,https://api.spotify.com/v1/tracks/5TypCJ3deIfYKD9S1YWElB,https://api.spotify.com/v1/audio-analysis/5TypCJ3deIfYKD9S1YWElB,325453,4
40,Gym Class Heroes,Cupid's Chokehold / Breakfast in America,2Lhdl74nwwVGOE2Gv35QuK,77,0.72,0.744,1,-6.938,0,0.12,0.237,0.0,0.255,0.619,78.953,audio_features,2Lhdl74nwwVGOE2Gv35QuK,spotify:track:2Lhdl74nwwVGOE2Gv35QuK,https://api.spotify.com/v1/tracks/2Lhdl74nwwVGOE2Gv35QuK,https://api.spotify.com/v1/audio-analysis/2Lhdl74nwwVGOE2Gv35QuK,243773,4
41,PARTYNEXTDOOR,Break from Toronto,79MSEdtXuudhGhC5AtG07g,79,0.596,0.678,9,-5.18,1,0.0335,0.0199,0.004,0.418,0.259,117.066,audio_features,79MSEdtXuudhGhC5AtG07g,spotify:track:79MSEdtXuudhGhC5AtG07g,https://api.spotify.com/v1/tracks/79MSEdtXuudhGhC5AtG07g,https://api.spotify.com/v1/audio-analysis/79MSEdtXuudhGhC5AtG07g,99213,4
42,Anthem Lights,Best of 2013 Mash-Up,7qzDSqVVZy9gEpjRrbuhs4,35,0.443,0.387,11,-6.726,1,0.0328,0.639,0.0,0.0759,0.467,120.511,audio_features,7qzDSqVVZy9gEpjRrbuhs4,spotify:track:7qzDSqVVZy9gEpjRrbuhs4,https://api.spotify.com/v1/tracks/7qzDSqVVZy9gEpjRrbuhs4,https://api.spotify.com/v1/audio-analysis/7qzDSqVVZy9gEpjRrbuhs4,252557,4
43,AC/DC,Shot In The Dark,6ZtrGCcn38kGImt2GPFbJB,58,0.599,0.787,2,-4.708,1,0.0338,2.07e-05,5.27e-05,0.064,0.822,114.065,audio_features,6ZtrGCcn38kGImt2GPFbJB,spotify:track:6ZtrGCcn38kGImt2GPFbJB,https://api.spotify.com/v1/tracks/6ZtrGCcn38kGImt2GPFbJB,https://api.spotify.com/v1/audio-analysis/6ZtrGCcn38kGImt2GPFbJB,185133,4
44,Arctic Monkeys,I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,86,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,audio_features,5XeFesFbtLpXzIVDNQP22n,spotify:track:5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/audio-analysis/5XeFesFbtLpXzIVDNQP22n,183956,4
45,Princewhateverer,2013,7wdTLi1g4OpGx0kbJHHtoY,19,0.756,0.786,11,-4.729,0,0.0358,0.0513,0.0,0.148,0.86,124.028,audio_features,7wdTLi1g4OpGx0kbJHHtoY,spotify:track:7wdTLi1g4OpGx0kbJHHtoY,https://api.spotify.com/v1/tracks/7wdTLi1g4OpGx0kbJHHtoY,https://api.spotify.com/v1/audio-analysis/7wdTLi1g4OpGx0kbJHHtoY,190887,4
46,ERNEST,Classic,1IiX0wRYdfqjZmae3qQqle,50,0.531,0.578,4,-7.322,1,0.0391,0.707,0.00651,0.0916,0.488,75.055,audio_features,1IiX0wRYdfqjZmae3qQqle,spotify:track:1IiX0wRYdfqjZmae3qQqle,https://api.spotify.com/v1/tracks/1IiX0wRYdfqjZmae3qQqle,https://api.spotify.com/v1/audio-analysis/1IiX0wRYdfqjZmae3qQqle,187893,4
47,Paramore,Still into You,1yjY7rpaAQvKwpdUliHx0d,79,0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01,audio_features,1yjY7rpaAQvKwpdUliHx0d,spotify:track:1yjY7rpaAQvKwpdUliHx0d,https://api.spotify.com/v1/tracks/1yjY7rpaAQvKwpdUliHx0d,https://api.spotify.com/v1/audio-analysis/1yjY7rpaAQvKwpdUliHx0d,216013,4
48,ElyOtto,2013,3UG1mn036YSvJqcgfZ72Og,31,0.61,0.776,0,-7.365,1,0.166,0.00526,0.0,0.11,0.565,174.964,audio_features,3UG1mn036YSvJqcgfZ72Og,spotify:track:3UG1mn036YSvJqcgfZ72Og,https://api.spotify.com/v1/tracks/3UG1mn036YSvJqcgfZ72Og,https://api.spotify.com/v1/audio-analysis/3UG1mn036YSvJqcgfZ72Og,88920,4
49,Rainbow Kitten Surprise,First Class,7trx783SvnHhKkmgSSTIFJ,65,0.554,0.337,1,-10.189,1,0.0351,0.581,0.0,0.0871,0.216,89.961,audio_features,7trx783SvnHhKkmgSSTIFJ,spotify:track:7trx783SvnHhKkmgSSTIFJ,https://api.spotify.com/v1/tracks/7trx783SvnHhKkmgSSTIFJ,https://api.spotify.com/v1/audio-analysis/7trx783SvnHhKkmgSSTIFJ,343485,4
50,Bastille,Pompeii,3gbBpTdY8lnQwqxNCcf795,73,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,audio_features,3gbBpTdY8lnQwqxNCcf795,spotify:track:3gbBpTdY8lnQwqxNCcf795,https://api.spotify.com/v1/tracks/3gbBpTdY8lnQwqxNCcf795,https://api.spotify.com/v1/audio-analysis/3gbBpTdY8lnQwqxNCcf795,214148,4
51,Falls,2013,3PJIKoSgXBohYJ4qTwRzyd,33,0.833,0.333,8,-14.611,1,0.0606,0.469,0.938,0.217,0.0658,114.995,audio_features,3PJIKoSgXBohYJ4qTwRzyd,spotify:track:3PJIKoSgXBohYJ4qTwRzyd,https://api.spotify.com/v1/tracks/3PJIKoSgXBohYJ4qTwRzyd,https://api.spotify.com/v1/audio-analysis/3PJIKoSgXBohYJ4qTwRzyd,105500,5
52,Claude Debussy,"Suite bergamasque, L. 75: III. Clair de lune",1cmigB9I6IRpFqjIbzvSQB,65,0.335,0.00501,1,-33.366,1,0.0451,0.993,0.919,0.0618,0.0383,132.085,audio_features,1cmigB9I6IRpFqjIbzvSQB,spotify:track:1cmigB9I6IRpFqjIbzvSQB,https://api.spotify.com/v1/tracks/1cmigB9I6IRpFqjIbzvSQB,https://api.spotify.com/v1/audio-analysis/1cmigB9I6IRpFqjIbzvSQB,294960,3
53,Lorde,Ribs,2MvvoeRt8NcOXWESkxWn3g,80,0.511,0.472,4,-9.277,1,0.091,0.534,0.614,0.11,0.0399,127.978,audio_features,2MvvoeRt8NcOXWESkxWn3g,spotify:track:2MvvoeRt8NcOXWESkxWn3g,https://api.spotify.com/v1/tracks/2MvvoeRt8NcOXWESkxWn3g,https://api.spotify.com/v1/audio-analysis/2MvvoeRt8NcOXWESkxWn3g,258969,4
54,Iron Maiden,"Wasted Years - Live at Birmingham NEC, 1988; 2013 Remaster",0mwsmOZKpZWS2pxcRJDLqo,15,0.158,0.985,9,-3.308,1,0.116,0.0394,1.42e-06,0.919,0.201,83.296,audio_features,0mwsmOZKpZWS2pxcRJDLqo,spotify:track:0mwsmOZKpZWS2pxcRJDLqo,https://api.spotify.com/v1/tracks/0mwsmOZKpZWS2pxcRJDLqo,https://api.spotify.com/v1/audio-analysis/0mwsmOZKpZWS2pxcRJDLqo,305760,4
55,Jidenna,Classic Man (feat. Kendrick Lamar) - Remix,530J9GupahE2O4a1iVkQxB,52,0.851,0.657,2,-5.161,1,0.0559,0.119,0.0,0.0743,0.644,94.036,audio_features,530J9GupahE2O4a1iVkQxB,spotify:track:530J9GupahE2O4a1iVkQxB,https://api.spotify.com/v1/tracks/530J9GupahE2O4a1iVkQxB,https://api.spotify.com/v1/audio-analysis/530J9GupahE2O4a1iVkQxB,235046,4
56,John Legend,All of Me,3U4isOIWM3VvDubwSI3y7a,84,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,audio_features,3U4isOIWM3VvDubwSI3y7a,spotify:track:3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a,269560,4
57,Sunflower Bean,2013,01hNf5XSuparEJvM14MSbU,11,0.371,0.879,11,-6.765,0,0.05,0.00012,0.0589,0.119,0.5,99.655,audio_features,01hNf5XSuparEJvM14MSbU,spotify:track:01hNf5XSuparEJvM14MSbU,https://api.spotify.com/v1/tracks/01hNf5XSuparEJvM14MSbU,https://api.spotify.com/v1/audio-analysis/01hNf5XSuparEJvM14MSbU,201107,4
61,Johann Sebastian Bach,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",61dYvvfIRtIDFuqZypPAta,62,0.257,0.109,7,-21.356,1,0.0597,0.9,0.867,0.0762,0.307,75.02,audio_features,61dYvvfIRtIDFuqZypPAta,spotify:track:61dYvvfIRtIDFuqZypPAta,https://api.spotify.com/v1/tracks/61dYvvfIRtIDFuqZypPAta,https://api.spotify.com/v1/audio-analysis/61dYvvfIRtIDFuqZypPAta,151480,4
62,Lana Del Rey,Young And Beautiful,2nMeu6UenVvwUktBCpLMK9,82,0.324,0.416,11,-8.92,0,0.0368,0.262,3.69e-05,0.11,0.151,113.986,audio_features,2nMeu6UenVvwUktBCpLMK9,spotify:track:2nMeu6UenVvwUktBCpLMK9,https://api.spotify.com/v1/tracks/2nMeu6UenVvwUktBCpLMK9,https://api.spotify.com/v1/audio-analysis/2nMeu6UenVvwUktBCpLMK9,236053,4
63,Scott Hamilton,Dear Old Stockholm,3dg1KOZoG8DpV6s7hYkPe4,26,0.576,0.211,7,-14.661,0,0.0436,0.909,0.857,0.199,0.29,133.588,audio_features,3dg1KOZoG8DpV6s7hYkPe4,spotify:track:3dg1KOZoG8DpV6s7hYkPe4,https://api.spotify.com/v1/tracks/3dg1KOZoG8DpV6s7hYkPe4,https://api.spotify.com/v1/audio-analysis/3dg1KOZoG8DpV6s7hYkPe4,596947,4
